url,registrable,url_length,url_entropy,num_subdomains,is_idn,has_repeated_digits,mixed_script,domain_age_days,is_newly_registered,is_very_new,registrar,country,days_until_expiry,is_self_signed,cert_age_days,has_credential_form,form_count,password_fields,email_fields,has_suspicious_forms,suspicious_form_count,keyword_count,html_size,external_links,iframe_count,js_obfuscated,js_keylogger,js_form_manipulation,js_eval_usage,js_risk_score,redirect_count,had_redirects,a_count,mx_count,ns_count,favicon_md5,favicon_sha256
https://incometaxindia.gov.in/Pages/default.aspx,incometaxindia.gov.in,48,4.2385,1,0,0,0,9999,0,0,,,0,0,999,0,1,0,0,0,0,3,262221,266,0,1,0,1,1,45,57,1,0,0,0,,
https://voters.eci.gov.in/,nvsp.in,26,3.7672,2,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,39108,0,0,0,0,0,0,0,0,0,0,0,0,1bd70df39a9b1de89a2b40d414e72bf0,d01690b0761f949711a08478dc3b5476f0d209bddf87f5c50800f8aea26eebc0
https://hal-india.co.in/home,hal-india.co.in,28,3.9408,1,0,0,0,9999,0,0,,,0,0,999,0,1,0,0,0,0,1,192286,172,4,0,0,0,0,0,132,1,0,0,0,d72a7714ea5666ffa61401ba0a506e2d,197bea4c4e175b47bff08512d9c969512a3883795acbeebeddd30f19456e16dd
https://bel-india.in/,bel-india.in,21,3.749,0,0,0,0,9999,0,0,,,0,0,999,0,2,0,0,0,0,0,335705,37,1,1,1,0,0,45,75,1,0,0,0,884dd1f45ffcd003187c7e52213ea6d2,5a010831d6188feee9344252c47c9fdadafd4d251d5d8451e926241ac34f8f47
https://epay.sbi.bank.in/secure/home,sbiepay.sbi,36,4.0724,2,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,5,279247,5,0,1,0,0,0,0,77,1,0,0,0,7b8828c49b40257f80b3b6539a2c9813,da3c823e069dc5bf6c6457d0972d4b6f7af559d3c582ed24de39889b10b64554
https://yonobusiness.sbi.bank.in/,yonobusiness.sbi,33,3.7526,2,0,0,0,9999,0,0,,,0,0,999,0,1,0,0,0,0,4,488534,136,0,0,0,0,0,0,68,1,0,0,0,80be62cfbc68f6b69b88d976561e618f,014856b93a0a6979335689a62db1807cb58ba8fa36d7577e93be884d92d92727
https://onlinesbi.sbi.bank.in/,onlinesbi.sbi,30,3.6729,2,0,0,0,9999,0,0,,,0,0,999,0,1,0,0,0,0,4,65657,146,0,1,0,0,0,20,47,1,0,0,0,b644d3f1011397ff7eca1e98547d64d9,873751662cd96310ceaf48e9552aa8ee72608a1d61c1dec8cd1f92c5902f1118
https://icicidirect.com/login.aspx?ReturnUrl=%2f,icicidirect.com,48,4.52,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,3,95557,47,0,0,0,0,0,0,25,1,0,0,0,1cc13d8dfd549d79a1855cbf658bc191,763307067e5234e413caeeeeae42948eb5fa143cf6434e6270ffd5df015525b6
https://www.iciciprulife.com/,iciciprulife.com,29,3.8833,1,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,,
https://www.hdfclife.com/,hdfclife.com,25,3.8635,1,0,0,0,9999,0,0,,,0,0,999,0,21,0,6,0,0,4,1553207,104,5,1,0,1,0,30,200,1,0,0,0,2377e7cc2d8a342365ee174b2021fc58,99577e6bd0b830a3c0ec4b2144a8bf953101d5acf245ce362da5e03fbc460b39
https://www.hdfcergo.com/,hdfcergo.com,25,3.8635,1,0,0,0,9999,0,0,,,0,0,999,0,5,0,0,0,0,4,825069,139,3,1,0,1,0,30,112,1,0,0,0,d6a4c3c37777ca43212bb93cfde6bb40,b4bbd70dbeacbe44b618e99c9dcf8c10a66c165de294b0759182a49f248a104d
https://www.nic.gov.in/,nic.gov.in,23,3.6425,2,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,,
https://kavach.mail.gov.in/mfid/secureLogin_showSecureLogin.action#!,mail.gov.in,68,4.556,2,0,0,0,9999,0,0,,,0,0,999,0,3,1,0,0,0,3,19400,2,0,0,0,0,0,0,16,1,0,0,0,28d19c17047b8cff14081cded0b0e30b,7bc0c5ee21d19dbe7a2b8e95f2056c7e46ae89049b7fe8ca85a14bf2d14c66a7
https://feba.bobibanking.com/default.htm,bobibanking.com,40,4.2153,1,0,0,0,9999,0,0,,,0,0,999,0,1,0,0,0,0,4,254229,698,0,0,0,0,0,0,25,1,0,0,0,3aa9106890a152e3d3c07d513f995bac,11d149dace6b15dbf5d71a73f89ca802402ac410641d6326952b18c303def406
https://dc.crsorgi.gov.in/crs/,crsorgi.gov.in,30,3.7396,2,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,1,115390,5,0,0,0,0,0,0,44,1,0,0,0,8822e5658cbce6f26b84fd646ef99fe4,fb1afd27f65def3a5729d991ec0e15fee1e94b23bc33d302ff234dda6f76763a
https://accounts.mgovcloud.in/signin?servicename=AaaServer&serviceurl=https%3A%2F%2Faccounts.mgovcloud.in%2Fhome,mgovcloud.in,112,4.6204,1,0,0,0,9999,0,0,,,0,0,999,0,7,2,0,0,0,4,107793,14,0,0,0,1,0,10,57,1,0,0,0,7509906d12d99604850a7a18f0683380,d409aa1654cf67e8bf1f93bd91cb31034a1d84ed19e5877067ed019ba04cb5e1
https://www.airtel.com/,airtel.com,23,3.8164,1,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,6281,12,1,0,0,0,0,0,17,1,0,0,0,6f9b1e4969dddd01f71a3faf24c4b3e8,467843f364d4f3f21c75b6a5272682e12e2f346b39977d6f95d4ce0878a99306
