url,registrable,text
https://www.eci.gov.in/,eci.gov.in,"https://www.eci.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.eci.gov.in
URL: https://www.eci.gov.in/
Registrable Domain: eci.gov.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 23 chars, Entropy: 3.73
      Subdomains: 2, Hyphens: 0, Special Chars: 0

📊 Metadata:
   First Seen: 2025-10-17T07:24:35.497685+00:00
   Processing Stage: rules:benign"
https://incometaxindia.gov.in/Pages/default.aspx,incometaxindia.gov.in,"https://incometaxindia.gov.in/Pages/default.aspx 🚨 VERDICT: BENIGN (Risk Score: 10/100, Confidence: 0.50)
   Risk Indicators: Elevated URL entropy

Domain: incometaxindia.gov.in
URL: https://incometaxindia.gov.in/Pages/default.aspx
Registrable Domain: incometaxindia.gov.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 48 chars, Entropy: 4.24
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
  "
https://voters.eci.gov.in/,nvsp.in,"https://voters.eci.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: voters.eci.gov.in
URL: https://voters.eci.gov.in/
Registrable Domain: nvsp.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 26 chars, Entropy: 3.77
      Subdomains: 2, Hyphens: 0, Special Chars: 0

📊 Metadata:
   First Seen: 2025-10-17T07:24:56.333131+00:00
   Processing Stage: rules:benign"
https://hal-india.co.in/home,hal-india.co.in,"https://hal-india.co.in/home 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: hal-india.co.in
URL: https://hal-india.co.in/home
Registrable Domain: hal-india.co.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 28 chars, Entropy: 3.94
      Subdomains: 1, Hyphens: 1, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0
      Submit Buttons: Start

   📄 Page Content:
      External Links: 172
"
https://bel-india.in/,bel-india.in,"https://bel-india.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: bel-india.in
URL: https://bel-india.in/
Registrable Domain: bel-india.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 21 chars, Entropy: 3.75
      Subdomains: 0, Hyphens: 1, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 2
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 37

   ⚠️ JavaScript Behavior:
      🚨 Obfuscated Co"
https://epay.sbi.bank.in/secure/home,sbiepay.sbi,"https://epay.sbi.bank.in/secure/home 🚨 VERDICT: BENIGN (Risk Score: 10/100, Confidence: 0.50)
   Risk Indicators: Elevated URL entropy

Domain: epay.sbi.bank.in
URL: https://epay.sbi.bank.in/secure/home
Registrable Domain: sbiepay.sbi
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 36 chars, Entropy: 4.07
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 5

   🚩 Phishing Keywords Detected: password, account, login, secur"
https://yonobusiness.sbi.bank.in/,yonobusiness.sbi,"https://yonobusiness.sbi.bank.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: yonobusiness.sbi.bank.in
URL: https://yonobusiness.sbi.bank.in/
Registrable Domain: yonobusiness.sbi
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 33 chars, Entropy: 3.75
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0
      Submit Buttons: SEND

   📄 Page Content:
      E"
https://onlinesbi.sbi.bank.in/,onlinesbi.sbi,"https://onlinesbi.sbi.bank.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: onlinesbi.sbi.bank.in
URL: https://onlinesbi.sbi.bank.in/
Registrable Domain: onlinesbi.sbi
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 30 chars, Entropy: 3.67
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 146

   🚩 Phishing Keywo"
https://icicidirect.com/login.aspx?ReturnUrl=%2f,icicidirect.com,"https://icicidirect.com/login.aspx?ReturnUrl=%2f 🚨 VERDICT: BENIGN (Risk Score: 15/100, Confidence: 0.50)
   Risk Indicators: High URL entropy

Domain: icicidirect.com
URL: https://icicidirect.com/login.aspx?ReturnUrl=%2f
Registrable Domain: icicidirect.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 48 chars, Entropy: 4.52
      Subdomains: 0, Hyphens: 0, Special Chars: 3

   📄 Page Content:
      External Links: 47

   🚩 Phishing Keywords Detected: account"
https://www.iciciprulife.com/,iciciprulife.com,"https://www.iciciprulife.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.iciciprulife.com
URL: https://www.iciciprulife.com/
Registrable Domain: iciciprulife.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 29 chars, Entropy: 3.88
      Subdomains: 1, Hyphens: 0, Special Chars: 0

📊 Metadata:
   First Seen: 2025-10-17T07:27:52.378768+00:00
   Processing Stage: rules:benign"
https://www.hdfclife.com/,hdfclife.com,"https://www.hdfclife.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.hdfclife.com
URL: https://www.hdfclife.com/
Registrable Domain: hdfclife.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 25 chars, Entropy: 3.86
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 21
      Password Fields: 0
      Email Fields: 6
      Submit Buttons: GET APP LINK, GET APP LINK, PROCEED, Verify, PROCEED

   📄 "
https://www.hdfcergo.com/,hdfcergo.com,"https://www.hdfcergo.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.hdfcergo.com
URL: https://www.hdfcergo.com/
Registrable Domain: hdfcergo.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 25 chars, Entropy: 3.86
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 5
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 139

   🚩 Phishing Keywords Detected: pa"
https://www.nic.gov.in/,nic.gov.in,"https://www.nic.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.nic.gov.in
URL: https://www.nic.gov.in/
Registrable Domain: nic.gov.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 23 chars, Entropy: 3.64
      Subdomains: 2, Hyphens: 0, Special Chars: 0

📊 Metadata:
   First Seen: 2025-10-17T07:29:12.328402+00:00
   Processing Stage: rules:benign"
https://kavach.mail.gov.in/mfid/secureLogin_showSecureLogin.action#!,mail.gov.in,"https://kavach.mail.gov.in/mfid/secureLogin_showSecureLogin.action#! 🚨 VERDICT: BENIGN (Risk Score: 15/100, Confidence: 0.50)
   Risk Indicators: High URL entropy

Domain: kavach.mail.gov.in
URL: https://kavach.mail.gov.in/mfid/secureLogin_showSecureLogin.action#!
Registrable Domain: mail.gov.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 68 chars, Entropy: 4.56
      Subdomains: 2, Hyphens: 0, Special Chars: 3

   📝 Forms Detected:
      Total Forms: 3
    "
https://feba.bobibanking.com/default.htm,bobibanking.com,"https://feba.bobibanking.com/default.htm 🚨 VERDICT: BENIGN (Risk Score: 10/100, Confidence: 0.50)
   Risk Indicators: Elevated URL entropy

Domain: feba.bobibanking.com
URL: https://feba.bobibanking.com/default.htm
Registrable Domain: bobibanking.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 40 chars, Entropy: 4.22
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

  "
https://dc.crsorgi.gov.in/crs/,crsorgi.gov.in,"https://dc.crsorgi.gov.in/crs/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: dc.crsorgi.gov.in
URL: https://dc.crsorgi.gov.in/crs/
Registrable Domain: crsorgi.gov.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 30 chars, Entropy: 3.74
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 5

   🚩 Phishing Keywords Detected: login

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-17T07:29:17"
https://accounts.mgovcloud.in/signin?servicename=AaaServer&serviceurl=https%3A%2F%2Faccounts.mgovcloud.in%2Fhome,mgovcloud.in,"https://accounts.mgovcloud.in/signin?servicename=AaaServer&serviceurl=https%3A%2F%2Faccounts.mgovcloud.in%2Fhome 🚨 VERDICT: BENIGN (Risk Score: 20/100, Confidence: 0.50)
   Risk Indicators: Long URL, High URL entropy

Domain: accounts.mgovcloud.in
URL: https://accounts.mgovcloud.in/signin?servicename=AaaServer&serviceurl=https%3A%2F%2Faccounts.mgovcloud.in%2Fhome
Registrable Domain: mgovcloud.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 112 chars, Entropy:"
https://www.airtel.com/,airtel.com,"https://www.airtel.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.airtel.com
URL: https://www.airtel.com/
Registrable Domain: airtel.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 23 chars, Entropy: 3.82
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 12

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-17T07:29:33.318779+00:00
   Processing Stage: rules:benign"
